event,market,book,selection,opponent,bet_key,bet_odds,bet_dg_fair,bet_ev,bet_ts,close_odds,close_dg_fair,close_ts,pushed,graded,ts,odds_american
U.S. Open,round_matchups,bet365,"Schauffele, Xander","Fitzpatrick, Matt",round_matchups bet365 19895 17646,2,0.5142,0.0283,2026-06-20 02:51:28.359796,2,0.5142,2026-06-20 02:51:28.359796,TRUE,FALSE,2026-06-20 02:51:28.359796,+100
U.S. Open,round_matchups,bet365,"James, Ben","Van Paris, Jackson",round_matchups bet365 29827 31955,1.72,0.5949,0.0232,2026-06-20 02:51:28.359796,1.72,0.5949,2026-06-20 02:51:28.359796,TRUE,FALSE,2026-06-20 02:51:28.359796,-139
U.S. Open,round_matchups,draftkings,"Rai, Aaron","Conners, Corey",round_matchups draftkings 18554 17576,1.85,0.5535,0.0225,2026-06-20 02:51:28.359796,1.85,0.5535,2026-06-20 02:51:28.359796,TRUE,FALSE,2026-06-20 02:51:28.359796,-118
U.S. Open,round_matchups,bet365,"McGreevy, Max","Blair, Zac",round_matchups bet365 23505 17639,2,0.5105,0.021,2026-06-20 02:51:28.359796,2,0.5105,2026-06-20 02:51:28.359796,TRUE,FALSE,2026-06-20 02:51:28.359796,+100
U.S. Open,round_matchups,betmgm,"Harman, Brian","Scheffler, Scottie",round_matchups betmgm 8825 18417,3.7,0.3014,0.1152,2026-06-20 06:58:45.890183,3.7,0.3014,2026-06-20 06:58:45.890183,TRUE,FALSE,2026-06-20 06:58:45.890183,+270
U.S. Open,round_matchups,betmgm,"Greyserman, Max","Coody, Pierceson",round_matchups betmgm 23465 28309,2,0.5304,0.0608,2026-06-20 06:58:45.890183,2,0.5304,2026-06-20 06:58:45.890183,TRUE,FALSE,2026-06-20 06:58:45.890183,+100
U.S. Open,round_matchups,bet365,"Bradley, Keegan","Poston, J.T.",round_matchups bet365 13872 21554,1.91,0.5465,0.0432,2026-06-20 06:58:45.890183,1.91,0.5465,2026-06-20 06:58:45.890183,TRUE,FALSE,2026-06-20 06:58:45.890183,-110
U.S. Open,round_matchups,caesars,"MacIntyre, Robert","Fleming, Marek",round_matchups caesars 23323 30042928,1.25,0.8321,0.0401,2026-06-20 06:58:45.890183,1.25,0.8321,2026-06-20 06:58:45.890183,TRUE,FALSE,2026-06-20 06:58:45.890183,-400
U.S. Open,round_matchups,bet365,"Henley, Russell","Young, Cameron",round_matchups bet365 14578 26651,2.05,0.5051,0.0355,2026-06-20 06:58:45.890183,2.05,0.5051,2026-06-20 06:58:45.890183,TRUE,FALSE,2026-06-20 06:58:45.890183,+105
U.S. Open,round_matchups,betmgm,"Brennan, Michael","Fox, Ryan",round_matchups betmgm 29197 11889,2.05,0.5027,0.0306,2026-06-20 06:58:45.890183,2.05,0.5027,2026-06-20 06:58:45.890183,TRUE,FALSE,2026-06-20 06:58:45.890183,+105
U.S. Open,round_matchups,bet365,"Mouw, William","Higgs, Harry",round_matchups bet365 29770 14140,1.74,0.5914,0.0295,2026-06-20 06:58:45.890183,1.74,0.5914,2026-06-20 06:58:45.890183,TRUE,FALSE,2026-06-20 06:58:45.890183,-135
U.S. Open,round_matchups,betmgm,"Griffin, Ben","Poston, J.T.",round_matchups betmgm 24968 21554,1.83,0.56,0.0248,2026-06-20 06:58:45.890183,1.83,0.56,2026-06-20 06:58:45.890183,TRUE,FALSE,2026-06-20 06:58:45.890183,-120
U.S. Open,round_matchups,caesars,"Kitayama, Kurt","Hatton, Tyrrell",round_matchups caesars 21891 14796,1.95,0.5226,0.0204,2026-06-20 06:58:45.890183,1.95,0.5226,2026-06-20 06:58:45.890183,TRUE,FALSE,2026-06-20 06:58:45.890183,-105
U.S. Open,round_matchups,betmgm,"Kitayama, Kurt","Hatton, Tyrrell",round_matchups betmgm 21891 14796,2.05,0.5226,0.0714,2026-06-20 12:12:02.178973,2.05,0.5226,2026-06-20 12:12:02.178973,TRUE,FALSE,2026-06-20 12:12:02.178973,+105
U.S. Open,round_matchups,betmgm,"Surratt, Caleb","Uihlein, Peter",round_matchups betmgm 30463 11357,1.8,0.5696,0.0253,2026-06-20 12:12:02.178973,1.8,0.5696,2026-06-20 12:12:02.178973,TRUE,FALSE,2026-06-20 12:12:02.178973,-125
